,Title,Briefly,Description,Result,Goal,Donations,Start,Finish
0,Подарим жизнь,"Спасение животных от эвтаназии на 5 сутки после отлова с "" Спецавтопредприятия"" г. Бобруйска (выкуп и перемещение в приют)","Друзья, рады приветствовать на странице нашего  проекта на Planeta.ru
  Бобруйское общественное объединение защиты животных «Добродетель» (сокращенное название БООЗЖ «Добродетель»)  зарегистрировано в 2009 году. Основная цель работы -  спасение и оказание помощи животным, оказавшимся в бедственном положении.  На данным момент мы курируем и спасаем животных с БУКСАПа, который является пунктом временного содержания животных и их дальнейшего умерщвления.
ОТЛОВ - не приют, это пункт 5-дневного содержания и последующей эвтаназии безнадзорных животных.
Мы просим ВАС помочь нам собрать на выкуп 50 хвостиков (25 собак, 25 котов).
Возникает закономенрный вопрос: почему длы выкупа животных необходимы деньги. Ответ: для нашего города это способ пополнить городской бюджет. Мы ходили в горисполком и писали жалобы, просили снять денежный выкуп за регистрацию и выдачу животных для волонтерских организаций. Стало еще хуже. Если мы раньше не платили за содержание животных там посуточно, то теперь платим. То есть если мы забираем животное на 5 сутки, то дополнительно мы платим около 500 рублей. 
Мы написали петицию и очередное письмо, попросили помощи у Эгиды (крупнейшая зоозащитная организация Беларуси). Но пока время играет против нас.
    Выкуп одного животного (кошка, собак или котенок) - 200 рублей. В день отлов привозит около 5-10 животных.
 Каждая спасенная жизнь- бесценна!!!",76 100 ₽, 10 000 ₽,67 раз,9 ноября 2017,11 сентября 2017
